-48.500	0.000
-48.865	1.094
-48.990	1.771
-49.264	2.292
-49.507	3.021
-49.881	3.542
-49.854	4.063
-50.097	4.792
-50.149	4.948
-50.271	5.312
-50.223	5.468
-50.596	5.988
-50.396	5.988
-50.369	6.508
-50.691	6.873
-50.812	7.237
-51.034	7.601
-50.986	7.757
-51.107	8.121
-50.959	8.277
-51.232	8.797
-51.128	8.484
-51.501	9.004
-51.201	9.004
-51.627	9.681
-51.405	9.315
-51.474	9.523
-51.648	10.044
-51.769	10.407
-51.821	10.562
-51.921	10.562
-51.872	10.717
-51.842	10.925
-51.872	10.716
-52.014	11.443
-51.993	11.078
-52.166	11.598
-52.166	11.597
-52.456	12.169
-52.256	12.169
-52.308	12.325
-52.260	12.481
-52.530	12.689
-52.329	12.688
-52.434	13.001
-52.481	12.844
-52.554	13.363
-52.433	12.999
-52.623	13.569
-52.723	13.570
-52.927	13.881
-52.675	13.725
-52.896	14.088
-52.896	14.089
-52.900	14.401
-53.000	14.401
-53.000	14.400
-53.100	14.399
-53.121	14.762
-53.069	14.606
-52.990	14.969
-53.121	14.762
-53.042	15.125
-53.193	15.280
-53.214	15.643
-53.514	15.641
-53.413	15.640
-53.635	16.004
-53.434	16.003
-53.465	15.796
-53.434	16.002
-53.386	16.159
-53.508	16.523
-53.507	16.522
-53.607	16.522
-53.559	16.677
-53.780	17.041
-53.880	17.040
-53.780	17.039
-53.832	17.195
-53.853	17.558
-53.953	17.559
-53.801	17.402
-53.952	17.557
-53.973	17.919
-54.173	17.919
-54.025	18.074
-54.094	18.282
-54.198	18.594
-54.246	18.438
-54.397	18.591
-54.318	18.954
-54.266	18.797
-54.386	19.159
-54.317	18.952
-54.338	19.315
-54.238	19.315
-54.660	19.680
-54.560	19.679
-54.681	20.044
-54.612	19.836
-54.785	20.356
-54.533	20.199
-54.685	20.354
-54.733	20.198
-54.754	20.562
-54.585	20.355
-55.058	20.873
-54.957	20.872
-55.078	21.235
-55.126	21.078
-55.178	21.233
-55.147	21.440
-55.150	21.750
-55.146	21.437
-55.250	21.749
-55.197	21.592
-55.219	21.956
-55.249	21.748
-55.270	22.110
-55.322	22.265
-55.443	22.629
-55.543	22.628
-55.563	22.990
-55.611	22.834
-55.515	23.145
-55.615	23.145
-55.788	23.665
-55.636	23.509
-55.857	23.871
-55.836	23.509
-55.978	24.235
-55.909	24.027
-56.082	24.545
-56.082	24.545
-56.051	24.752
-56.251	24.752
-56.254	25.062
-56.254	25.061
